student_id,programme,school,semester,credits_registered,credits_passed,failed_courses,failed_ratio,cumulative_gpa,gpa_band,risk_level,avg_attendance,avg_assignments,avg_quizzes,avg_labs,avg_midterm,avg_final,avg_overall,study_hours,base_exam,anxiety,attendance_base
STU07020,MECH,ENGR,3,33,33,0,0.0,3.045,Good (3.0-3.5),Low Risk,71.9,69.7,75.5,88.7,92.0,86.9,85.0,11.2,100.0,0.5,71.0
STU07021,FIN,BUS,2,27,27,0,0.0,1.367,At Risk (<2.0),High Risk,72.2,62.1,57.9,68.2,74.2,72.9,69.5,21.5,77.3,0.355,69.2
STU07022,FIN,BUS,1,15,15,0,0.0,3.4,Good (3.0-3.5),Low Risk,86.7,76.7,84.7,90.1,91.2,92.3,88.5,11.0,92.7,0.278,91.3
STU07023,DSAI,CS&AI,4,60,39,7,0.35,0.735,At Risk (<2.0),High Risk,69.4,73.0,44.1,74.0,59.2,59.8,62.2,18.1,64.8,0.243,69.4
STU07024,SWE,CS&AI,4,48,48,0,0.0,2.769,Average (2.5-3.0),Low Risk,74.8,97.4,66.4,93.0,78.2,80.8,82.9,21.7,81.2,0.379,72.7
STU07025,CSAI,CS&AI,8,117,117,0,0.0,3.054,Good (3.0-3.5),Low Risk,77.1,68.3,75.4,87.2,91.6,90.8,85.6,30.1,100.0,0.063,76.4
STU07026,MECH,ENGR,3,33,33,0,0.0,1.964,At Risk (<2.0),High Risk,91.8,73.8,81.6,68.4,76.2,73.6,74.4,15.4,80.5,0.236,92.3
STU07027,EEE,ENGR,1,15,15,0,0.0,1.94,At Risk (<2.0),High Risk,91.9,77.0,66.3,87.3,71.7,69.4,73.6,13.7,78.7,0.338,89.2
STU07028,DSAI,CS&AI,5,63,63,0,0.0,3.676,High (>=3.5),Low Risk,88.7,89.4,87.3,88.0,95.9,92.5,91.9,15.0,100.0,0.348,88.2
STU07029,EEE,ENGR,1,15,15,0,0.0,3.14,Good (3.0-3.5),Low Risk,87.9,90.8,80.3,90.6,85.2,84.9,86.2,21.1,91.1,0.21,88.7
STU07030,BUS,BUS,3,33,27,2,0.1818,1.3,At Risk (<2.0),High Risk,72.1,72.0,55.6,70.8,68.9,68.0,68.1,10.6,72.6,0.499,73.9
STU07031,CSAI,CS&AI,4,60,60,0,0.0,2.13,Below Average (2.0-2.5),Medium Risk,77.1,71.7,67.9,75.1,81.8,77.7,76.6,25.7,84.9,0.0,78.5
STU07032,DSAI,CS&AI,4,60,60,0,0.0,1.58,At Risk (<2.0),High Risk,68.8,50.1,56.5,71.0,77.0,80.3,71.0,10.0,85.9,0.404,68.4
STU07033,CSAI,CS&AI,4,60,60,0,0.0,3.6,High (>=3.5),Low Risk,85.2,86.0,83.3,97.5,93.6,89.2,90.7,22.5,100.0,0.319,83.8
STU07034,CSAI,CS&AI,8,117,81,12,0.3158,0.79,At Risk (<2.0),High Risk,79.6,51.2,55.8,59.4,67.0,66.9,62.3,19.3,75.0,0.398,79.6
STU07035,CSAI,CS&AI,7,105,24,27,0.7714,0.229,At Risk (<2.0),High Risk,57.9,65.2,31.5,62.3,57.4,55.1,56.0,17.2,63.4,0.253,60.0
STU07036,EEE,ENGR,2,30,30,0,0.0,2.11,Below Average (2.0-2.5),Medium Risk,89.1,60.3,68.4,69.6,83.4,80.4,75.5,22.1,85.9,0.202,86.7
STU07037,CSAI,CS&AI,7,105,102,1,0.0286,1.277,At Risk (<2.0),High Risk,65.0,67.4,49.5,69.1,72.3,68.6,67.7,14.7,81.0,0.348,65.5
STU07038,MATH,SCI,3,33,33,0,0.0,3.173,Good (3.0-3.5),Low Risk,92.1,70.7,84.9,78.2,93.3,92.8,86.6,17.4,100.0,0.291,92.3
STU07039,BUS,BUS,3,33,33,0,0.0,1.564,At Risk (<2.0),High Risk,85.6,85.5,56.1,76.8,69.4,67.8,71.1,31.0,72.7,0.209,88.8
STU07040,BUS,BUS,3,33,33,0,0.0,3.273,Good (3.0-3.5),Low Risk,94.3,78.0,87.9,84.8,89.2,92.6,87.7,21.5,97.5,0.142,92.3
STU07041,CIV,ENGR,2,24,24,0,0.0,1.787,At Risk (<2.0),High Risk,78.9,75.1,67.1,78.2,69.9,77.9,74.0,25.6,78.7,0.333,76.9
STU07042,CSAI,CS&AI,2,30,30,0,0.0,3.03,Good (3.0-3.5),Low Risk,88.4,65.0,82.5,78.2,93.5,90.8,85.0,25.5,94.2,0.199,89.4
STU07043,CSAI,CS&AI,8,117,60,18,0.4737,0.579,At Risk (<2.0),High Risk,79.6,54.4,53.8,62.4,64.1,61.9,60.7,10.4,72.1,0.524,79.6
STU07044,DSAI,CS&AI,2,30,30,0,0.0,2.96,Average (2.5-3.0),Low Risk,88.8,78.3,76.3,93.4,84.7,86.5,84.7,7.3,94.6,0.451,92.8
STU07045,FIN,BUS,2,27,27,0,0.0,3.378,Good (3.0-3.5),Low Risk,96.0,64.5,91.2,81.8,95.6,97.2,88.9,18.0,100.0,0.341,97.9
STU07046,FIN,BUS,2,27,27,0,0.0,3.511,High (>=3.5),Low Risk,88.0,75.9,82.1,88.5,95.5,94.9,90.0,16.3,99.3,0.273,86.6
STU07047,DSAI,CS&AI,2,30,30,0,0.0,2.82,Average (2.5-3.0),Low Risk,82.1,73.4,78.2,77.0,89.8,88.0,83.7,19.8,95.7,0.431,81.3
STU07048,DSAI,CS&AI,5,63,0,21,1.0,0.0,At Risk (<2.0),High Risk,57.1,52.2,30.0,51.3,48.6,48.1,47.5,16.0,55.8,0.345,61.3
STU07049,MECH,ENGR,3,33,33,0,0.0,2.064,Below Average (2.0-2.5),Medium Risk,90.8,71.7,70.4,76.5,78.7,74.3,75.2,26.9,83.2,0.22,90.2
STU07050,DSAI,CS&AI,2,30,30,0,0.0,3.06,Good (3.0-3.5),Low Risk,96.1,78.1,84.4,86.2,87.1,87.1,85.4,17.9,93.3,0.532,100.0
STU07051,FIN,BUS,2,27,27,0,0.0,2.6,Average (2.5-3.0),Low Risk,85.2,87.6,60.1,91.1,78.1,81.8,80.8,26.0,77.6,0.274,85.8
STU07052,DSAI,CS&AI,5,63,36,9,0.4286,0.638,At Risk (<2.0),High Risk,72.2,47.7,48.6,56.4,66.9,68.4,61.0,14.3,74.0,0.132,69.9
STU07053,DSAI,CS&AI,5,63,0,21,1.0,0.0,At Risk (<2.0),High Risk,77.0,50.3,29.1,45.7,36.6,32.3,38.0,14.4,43.3,0.502,73.7
STU07054,SWE,CS&AI,4,48,48,0,0.0,3.075,Good (3.0-3.5),Low Risk,87.0,69.6,83.9,85.9,88.9,89.7,85.3,26.5,93.6,0.265,88.1
STU07055,CSAI,CS&AI,5,75,75,0,0.0,2.588,Average (2.5-3.0),Low Risk,91.7,83.8,80.6,88.9,80.8,75.0,80.7,21.3,88.6,0.427,91.5
STU07056,DSAI,CS&AI,5,63,63,0,0.0,3.01,Good (3.0-3.5),Low Risk,96.3,73.4,85.2,79.3,91.0,88.4,85.2,25.7,96.0,0.111,98.2
STU07057,CHEM,SCI,2,21,21,0,0.0,3.286,Good (3.0-3.5),Low Risk,98.5,74.2,93.4,72.0,92.8,97.0,88.2,24.3,100.0,0.441,100.0
STU07058,CSAI,CS&AI,1,15,15,0,0.0,2.54,Average (2.5-3.0),Low Risk,84.5,58.1,74.8,72.6,90.0,86.1,79.9,18.6,96.4,0.402,81.3
STU07059,EEE,ENGR,1,15,15,0,0.0,2.38,Below Average (2.0-2.5),Medium Risk,85.8,58.9,77.7,74.7,87.4,83.9,79.2,19.5,92.0,0.409,78.3
STU07060,SWE,CS&AI,4,48,48,0,0.0,2.306,Below Average (2.0-2.5),Medium Risk,80.3,83.2,63.4,79.8,77.2,80.6,78.1,31.6,82.3,0.038,81.9
STU07061,CSAI,CS&AI,3,45,45,0,0.0,3.207,Good (3.0-3.5),Low Risk,79.8,94.8,71.4,91.9,85.3,88.3,87.2,17.8,92.4,0.31,80.6
STU07062,CSAI,CS&AI,8,117,117,0,0.0,2.203,Below Average (2.0-2.5),Medium Risk,62.4,63.1,56.9,78.2,85.2,82.8,77.3,8.1,95.8,0.511,63.2
STU07063,DSAI,CS&AI,5,63,63,0,0.0,3.648,High (>=3.5),Low Risk,94.5,84.8,93.0,96.4,92.6,91.4,91.7,27.9,97.5,0.33,96.9
STU07064,CSAI,CS&AI,3,45,42,1,0.0667,0.973,At Risk (<2.0),High Risk,83.4,69.5,56.4,74.5,61.9,56.7,62.8,23.2,66.1,0.482,83.2
STU07065,DSAI,CS&AI,5,63,63,0,0.0,1.638,At Risk (<2.0),High Risk,78.5,71.1,60.0,77.4,73.0,70.2,71.2,18.0,82.1,0.451,80.8
STU07066,PHYS,SCI,2,30,30,0,0.0,3.78,High (>=3.5),Low Risk,96.2,97.5,89.2,93.6,93.3,91.8,93.1,26.4,100.0,0.168,100.0
STU07067,MATH,SCI,3,33,33,0,0.0,2.4,Below Average (2.0-2.5),Medium Risk,66.4,77.9,58.7,80.9,82.9,82.9,79.4,25.1,89.2,0.405,70.2
STU07068,BUS,BUS,3,33,30,1,0.0909,1.909,At Risk (<2.0),High Risk,77.4,86.3,58.1,82.6,71.5,73.8,74.7,18.0,72.0,0.324,78.1
STU07069,SWE,CS&AI,4,48,42,2,0.125,1.244,At Risk (<2.0),High Risk,78.9,82.8,51.0,78.3,63.2,64.6,67.6,17.3,72.0,0.365,82.0
STU07070,MATH,SCI,3,33,33,0,0.0,3.109,Good (3.0-3.5),Low Risk,87.1,83.8,78.5,82.4,89.2,89.6,86.4,33.6,92.5,0.072,86.5
STU07071,CIV,ENGR,2,24,3,7,0.875,0.125,At Risk (<2.0),High Risk,71.7,64.0,36.9,55.7,55.2,56.9,55.3,18.2,60.8,0.486,79.4
STU07072,CSAI,CS&AI,2,30,27,1,0.1,1.17,At Risk (<2.0),High Risk,78.0,95.3,52.0,80.8,61.0,56.3,66.8,22.8,64.8,0.347,78.8
STU07073,DSAI,CS&AI,4,60,60,0,0.0,2.64,Average (2.5-3.0),Low Risk,85.5,79.8,77.0,87.3,81.6,80.2,81.3,18.5,89.3,0.545,86.5
STU07074,MECH,ENGR,3,33,27,2,0.1818,0.873,At Risk (<2.0),High Risk,74.8,74.7,50.3,73.6,62.6,57.1,63.2,20.3,67.6,0.348,73.4
STU07075,PHYS,SCI,2,30,30,0,0.0,3.23,Good (3.0-3.5),Low Risk,80.2,81.9,78.8,90.6,92.3,87.5,87.7,21.0,96.0,0.455,80.6
STU07076,SWE,CS&AI,1,15,15,0,0.0,3.34,Good (3.0-3.5),Low Risk,82.3,67.8,82.5,88.1,95.9,95.0,88.9,23.2,100.0,0.184,81.7
STU07077,DSAI,CS&AI,2,30,30,0,0.0,3.24,Good (3.0-3.5),Low Risk,96.6,67.3,92.9,77.6,97.8,92.2,88.0,30.3,100.0,0.046,100.0
STU07078,FIN,BUS,1,15,15,0,0.0,2.66,Average (2.5-3.0),Medium Risk,66.5,68.1,67.3,76.8,87.7,88.9,81.5,11.5,100.0,0.77,66.0
STU07079,CSAI,CS&AI,6,90,90,0,0.0,3.143,Good (3.0-3.5),Low Risk,75.1,93.3,69.6,93.7,88.2,82.0,86.0,23.0,93.1,0.245,72.7
STU07080,FIN,BUS,2,27,27,0,0.0,2.611,Average (2.5-3.0),Low Risk,97.6,87.1,82.4,84.1,82.5,72.8,80.5,24.6,82.4,0.394,97.7
STU07081,PHYS,SCI,1,15,15,0,0.0,3.28,Good (3.0-3.5),Low Risk,75.6,86.9,76.1,90.7,89.8,89.1,87.9,19.6,100.0,0.592,80.9
STU07082,CHEM,SCI,2,21,21,0,0.0,2.371,Below Average (2.0-2.5),Medium Risk,75.1,59.9,75.1,76.4,85.9,85.2,79.3,16.9,91.9,0.384,75.9
STU07083,PHYS,SCI,1,15,15,0,0.0,2.74,Average (2.5-3.0),Low Risk,73.2,55.3,65.9,80.6,93.1,89.8,81.8,22.0,100.0,0.349,76.3
STU07084,CSAI,CS&AI,6,90,90,0,0.0,2.147,Below Average (2.0-2.5),Medium Risk,87.3,86.5,65.3,88.4,73.9,71.6,76.4,19.8,78.9,0.443,86.7
STU07085,EEE,ENGR,2,30,0,10,1.0,0.0,At Risk (<2.0),High Risk,67.4,51.9,41.4,45.9,49.1,45.1,47.1,14.5,57.7,0.349,69.5
STU07086,MATH,SCI,2,30,30,0,0.0,1.27,At Risk (<2.0),High Risk,94.3,69.8,71.2,68.5,70.3,63.4,68.0,19.8,72.8,0.265,94.9
STU07087,MATH,SCI,3,33,33,0,0.0,1.055,At Risk (<2.0),High Risk,73.0,65.4,50.6,69.5,66.5,66.2,65.1,17.8,70.0,0.408,71.4
STU07088,DSAI,CS&AI,3,45,45,0,0.0,2.927,Average (2.5-3.0),Low Risk,97.5,95.8,83.5,86.7,82.8,78.7,84.2,27.2,84.5,0.194,100.0
STU07089,CSAI,CS&AI,5,75,24,17,0.68,0.32,At Risk (<2.0),High Risk,79.4,60.1,48.8,66.1,57.3,57.1,58.1,19.5,64.0,0.379,78.4
STU07090,DSAI,CS&AI,2,30,30,0,0.0,2.87,Average (2.5-3.0),Low Risk,88.6,76.9,87.6,83.0,81.5,87.5,83.4,30.2,88.2,0.049,87.1
STU07091,SWE,CS&AI,4,48,48,0,0.0,2.663,Average (2.5-3.0),Low Risk,89.1,76.6,77.5,80.7,87.9,81.0,82.0,22.9,91.1,0.361,86.9
STU07092,MECH,ENGR,2,30,30,0,0.0,2.89,Average (2.5-3.0),Low Risk,80.3,70.2,82.1,82.7,90.0,86.0,83.9,15.6,100.0,0.573,80.8
STU07093,CHEM,SCI,2,21,21,0,0.0,2.0,Below Average (2.0-2.5),Medium Risk,67.4,83.0,51.5,80.5,77.6,74.3,75.2,20.6,83.5,0.447,68.6
STU07094,MATH,SCI,3,33,33,0,0.0,2.827,Average (2.5-3.0),Medium Risk,59.6,90.0,49.7,93.6,88.1,81.1,83.3,16.7,89.8,0.426,64.2
STU07095,CIV,ENGR,2,24,24,0,0.0,3.05,Good (3.0-3.5),Low Risk,86.4,82.4,78.4,85.8,90.1,83.0,85.0,15.6,91.3,0.239,88.8
STU07096,DSAI,CS&AI,4,60,60,0,0.0,1.515,At Risk (<2.0),High Risk,69.3,69.2,54.8,73.6,73.3,70.9,70.2,17.4,77.6,0.374,70.9
STU07097,SWE,CS&AI,1,15,0,5,1.0,0.0,At Risk (<2.0),High Risk,65.5,64.7,27.4,53.3,44.8,38.7,45.5,19.5,48.3,0.306,68.4
STU07098,DSAI,CS&AI,5,63,63,0,0.0,2.743,Average (2.5-3.0),Low Risk,85.3,75.8,74.4,81.1,85.8,86.0,82.5,28.1,90.9,0.26,83.6
STU07099,DSAI,CS&AI,5,63,63,0,0.0,3.038,Good (3.0-3.5),Low Risk,81.6,77.5,76.5,86.3,88.4,89.4,85.6,20.9,100.0,0.361,81.0
STU07100,CSAI,CS&AI,4,60,60,0,0.0,3.295,Good (3.0-3.5),Low Risk,94.0,68.6,88.3,91.9,91.3,91.9,87.8,12.3,100.0,0.474,96.9
STU07101,DSAI,CS&AI,5,63,63,0,0.0,1.786,At Risk (<2.0),High Risk,74.3,93.4,50.5,87.2,68.1,66.3,72.4,20.9,76.1,0.371,77.2
STU07102,DSAI,CS&AI,1,15,15,0,0.0,2.4,Below Average (2.0-2.5),Medium Risk,73.6,81.4,60.0,76.1,82.8,82.5,79.2,21.7,80.6,0.319,72.7
STU07103,MECH,ENGR,3,33,33,0,0.0,3.609,High (>=3.5),Low Risk,72.5,86.4,73.1,96.8,95.1,92.2,91.0,17.1,100.0,0.436,75.0
STU07104,CSAI,CS&AI,6,90,90,0,0.0,2.38,Below Average (2.0-2.5),Medium Risk,74.0,78.0,66.5,85.1,81.5,77.0,78.7,16.2,86.1,0.255,73.1
STU07105,DSAI,CS&AI,1,15,15,0,0.0,3.82,High (>=3.5),Low Risk,90.3,84.4,91.5,85.7,98.5,94.6,92.6,33.1,100.0,0.056,95.0
STU07106,CSAI,CS&AI,1,15,15,0,0.0,3.42,Good (3.0-3.5),Low Risk,84.4,74.9,80.7,80.0,95.2,94.3,88.1,24.4,98.9,0.242,83.4
STU07107,EEE,ENGR,2,30,27,1,0.1,0.9,At Risk (<2.0),High Risk,81.9,67.4,53.2,68.0,63.3,58.0,62.0,23.4,69.2,0.382,80.4
STU07108,MECH,ENGR,3,33,33,0,0.0,3.055,Good (3.0-3.5),Low Risk,78.4,83.3,72.1,83.9,88.6,90.0,85.8,20.6,94.8,0.179,79.2
STU07109,DSAI,CS&AI,3,45,45,0,0.0,1.927,At Risk (<2.0),High Risk,80.8,92.3,58.5,85.1,69.4,71.2,74.6,27.4,76.5,0.199,81.4
STU07110,CSAI,CS&AI,2,30,30,0,0.0,2.72,Average (2.5-3.0),Low Risk,80.8,96.7,65.5,93.3,76.0,82.7,82.7,12.3,85.7,0.352,80.7
STU07111,FIN,BUS,2,27,24,1,0.1111,0.956,At Risk (<2.0),High Risk,80.4,69.7,53.5,69.3,66.3,61.6,64.6,23.2,67.3,0.294,87.3
STU07112,EEE,ENGR,2,30,30,0,0.0,1.36,At Risk (<2.0),High Risk,64.7,80.3,47.2,73.8,65.8,66.4,67.5,30.4,74.1,0.302,62.4
STU07113,CIV,ENGR,2,24,24,0,0.0,1.075,At Risk (<2.0),High Risk,64.8,68.8,42.7,65.3,67.1,63.7,63.6,18.7,72.2,0.419,65.4
STU07114,MECH,ENGR,3,33,33,0,0.0,2.845,Average (2.5-3.0),Low Risk,73.7,94.0,69.0,85.0,79.6,85.5,83.3,21.9,89.5,0.215,77.0
STU07115,PHYS,SCI,2,30,30,0,0.0,3.17,Good (3.0-3.5),Low Risk,78.4,77.4,69.7,88.5,93.1,90.2,86.8,23.9,100.0,0.326,81.1
STU07116,BUS,BUS,3,33,33,0,0.0,2.155,Below Average (2.0-2.5),Medium Risk,76.8,71.6,66.2,82.1,77.7,79.3,76.7,14.2,79.0,0.423,75.5
STU07117,DSAI,CS&AI,5,63,63,0,0.0,3.876,High (>=3.5),Low Risk,86.5,96.8,85.5,96.6,94.0,95.7,94.4,28.9,100.0,0.289,85.4
STU07118,CIV,ENGR,2,24,24,0,0.0,1.412,At Risk (<2.0),High Risk,78.5,63.1,55.9,68.0,71.6,75.2,69.3,20.4,74.8,0.016,75.2
STU07119,DSAI,CS&AI,1,15,0,5,1.0,0.0,At Risk (<2.0),High Risk,55.0,53.6,29.9,70.6,52.6,38.9,49.1,6.0,57.9,0.576,60.0
STU07120,CIV,ENGR,2,24,24,0,0.0,1.512,At Risk (<2.0),High Risk,71.5,57.4,52.7,62.9,77.4,75.1,69.1,18.9,77.3,0.402,74.4
STU07121,DSAI,CS&AI,1,15,15,0,0.0,1.06,At Risk (<2.0),High Risk,67.0,62.8,46.4,71.3,66.7,66.8,64.8,23.0,74.5,0.319,71.0
STU07122,CSAI,CS&AI,5,75,75,0,0.0,2.076,Below Average (2.0-2.5),Medium Risk,71.8,64.6,63.5,76.7,81.9,79.1,75.8,21.0,88.7,0.168,70.4
STU07123,FIN,BUS,2,27,27,0,0.0,3.333,Good (3.0-3.5),Low Risk,94.9,82.1,86.8,94.5,95.3,82.9,88.6,29.9,95.2,0.0,94.0
STU07124,BUS,BUS,3,33,33,0,0.0,2.664,Average (2.5-3.0),Low Risk,75.3,72.8,65.4,80.5,90.4,82.9,81.5,18.1,90.5,0.378,75.3
STU07125,DSAI,CS&AI,5,63,63,0,0.0,2.91,Average (2.5-3.0),Low Risk,92.0,96.8,74.0,88.6,80.6,81.4,83.8,17.7,88.6,0.389,94.3
STU07126,FIN,BUS,2,27,27,0,0.0,2.189,Below Average (2.0-2.5),Medium Risk,74.6,75.1,63.9,86.5,78.4,76.1,77.0,23.2,84.7,0.546,81.7
STU07127,DSAI,CS&AI,2,30,21,3,0.3,0.83,At Risk (<2.0),High Risk,83.8,87.4,57.3,69.0,56.5,58.2,63.6,22.5,65.6,0.415,81.3
STU07128,SWE,CS&AI,2,30,12,6,0.6,0.43,At Risk (<2.0),High Risk,61.9,59.0,45.4,63.2,65.0,58.9,60.0,20.8,67.5,0.369,64.1
STU07129,CHEM,SCI,1,15,15,0,0.0,3.02,Good (3.0-3.5),Low Risk,92.6,94.5,74.0,92.0,82.5,82.4,84.9,21.2,89.8,0.212,88.7
STU07130,DSAI,CS&AI,5,63,63,0,0.0,3.2,Good (3.0-3.5),Low Risk,75.7,84.3,73.5,85.6,93.3,87.1,86.9,21.9,100.0,0.424,75.8
STU07131,SWE,CS&AI,1,15,15,0,0.0,3.18,Good (3.0-3.5),Low Risk,81.3,98.1,71.4,94.1,86.0,84.0,87.0,18.2,92.4,0.486,85.4
STU07132,CIV,ENGR,2,24,3,7,0.875,0.125,At Risk (<2.0),High Risk,63.2,52.3,36.9,62.5,50.9,55.0,52.7,5.0,59.0,0.608,62.4
STU07133,CSAI,CS&AI,7,105,105,0,0.0,1.903,At Risk (<2.0),High Risk,72.0,52.1,66.7,69.3,80.5,82.8,73.9,14.7,89.2,0.295,72.0
STU07134,SWE,CS&AI,4,48,48,0,0.0,3.844,High (>=3.5),Low Risk,95.3,97.7,85.0,94.5,93.0,96.2,94.1,22.4,100.0,0.133,97.3
STU07135,DSAI,CS&AI,2,30,18,4,0.4,0.66,At Risk (<2.0),High Risk,62.1,50.2,41.4,52.5,72.0,67.5,61.4,5.7,78.0,0.491,60.0
STU07136,CIV,ENGR,1,15,15,0,0.0,2.74,Average (2.5-3.0),Low Risk,75.0,88.4,79.9,84.1,81.3,78.7,81.9,18.7,91.7,0.257,73.8
STU07137,CSAI,CS&AI,4,60,57,1,0.05,1.28,At Risk (<2.0),High Risk,78.9,71.9,60.2,68.4,69.2,65.3,67.4,21.6,75.4,0.352,76.6
STU07138,DSAI,CS&AI,5,63,63,0,0.0,1.652,At Risk (<2.0),High Risk,68.8,82.1,50.8,83.3,70.3,67.4,71.2,27.5,75.2,0.421,72.4
STU07139,MATH,SCI,3,33,33,0,0.0,2.109,Below Average (2.0-2.5),Medium Risk,83.7,70.7,69.5,80.6,78.8,75.9,76.0,22.1,82.3,0.567,85.3
STU07140,CSAI,CS&AI,8,117,117,0,0.0,2.759,Average (2.5-3.0),Low Risk,84.0,58.6,81.2,79.0,89.9,89.1,82.5,21.4,97.8,0.332,82.7
STU07141,SWE,CS&AI,4,48,0,16,1.0,0.0,At Risk (<2.0),High Risk,61.8,47.0,30.1,43.6,48.6,42.7,44.0,19.2,49.3,0.419,60.0
STU07142,MATH,SCI,2,30,30,0,0.0,2.24,Below Average (2.0-2.5),Medium Risk,69.9,76.1,58.4,88.2,81.4,74.0,77.1,17.2,89.6,0.388,69.5
STU07143,MATH,SCI,3,33,30,1,0.0909,1.082,At Risk (<2.0),High Risk,68.2,65.4,48.2,76.3,64.4,65.2,65.0,23.9,71.0,0.291,69.3
STU07144,CSAI,CS&AI,4,60,60,0,0.0,3.49,Good (3.0-3.5),Low Risk,97.7,79.7,95.2,88.6,92.2,90.7,89.6,23.1,100.0,0.312,100.0
STU07145,CHEM,SCI,2,21,21,0,0.0,2.371,Below Average (2.0-2.5),Medium Risk,84.9,82.7,68.3,88.7,78.1,75.0,78.5,17.2,86.5,0.285,83.8
STU07146,MATH,SCI,3,33,33,0,0.0,2.573,Average (2.5-3.0),Low Risk,92.6,68.8,78.1,78.2,82.0,86.6,80.4,21.8,88.9,0.44,87.1
STU07147,DSAI,CS&AI,5,63,45,6,0.2857,0.776,At Risk (<2.0),High Risk,70.3,53.2,47.4,65.0,68.1,61.7,61.4,11.2,73.7,0.4,70.7
STU07148,MATH,SCI,3,33,33,0,0.0,1.818,At Risk (<2.0),High Risk,86.6,76.4,70.4,80.4,74.7,68.2,73.4,27.0,80.8,0.225,87.2
STU07149,MATH,SCI,3,33,24,3,0.2727,0.755,At Risk (<2.0),High Risk,91.3,77.2,62.6,65.1,55.0,57.8,61.5,24.3,59.2,0.235,89.5
STU07150,EEE,ENGR,1,15,0,5,1.0,0.0,At Risk (<2.0),High Risk,59.1,53.5,45.6,59.5,51.3,52.3,52.6,18.4,69.9,0.511,62.9
STU07151,MECH,ENGR,3,33,33,0,0.0,1.664,At Risk (<2.0),High Risk,60.4,57.7,48.9,68.3,81.0,79.0,71.8,16.7,82.5,0.237,60.0
STU07152,MATH,SCI,3,33,33,0,0.0,1.455,At Risk (<2.0),High Risk,60.4,73.4,50.4,72.2,66.8,75.3,69.5,19.4,80.6,0.438,62.1
STU07153,FIN,BUS,2,27,27,0,0.0,3.4,Good (3.0-3.5),Low Risk,90.1,70.8,88.8,84.2,96.2,93.9,89.2,19.7,100.0,0.252,88.3
STU07154,MECH,ENGR,3,33,33,0,0.0,3.636,High (>=3.5),Low Risk,96.0,78.5,95.1,85.3,93.4,96.1,90.9,36.3,100.0,0.07,100.0
STU07155,PHYS,SCI,2,30,30,0,0.0,1.71,At Risk (<2.0),High Risk,87.9,64.3,65.1,61.9,81.1,73.6,71.9,16.5,83.5,0.453,89.1
STU07156,MATH,SCI,1,15,0,5,1.0,0.0,At Risk (<2.0),High Risk,87.9,68.9,49.4,63.9,57.1,44.5,55.3,17.4,64.4,0.358,81.8
STU07157,CHEM,SCI,2,21,21,0,0.0,2.271,Below Average (2.0-2.5),Medium Risk,75.7,85.1,54.6,81.4,83.0,73.8,77.5,28.5,85.3,0.138,73.9
STU07158,FIN,BUS,2,27,27,0,0.0,3.856,High (>=3.5),Low Risk,89.5,90.0,88.5,87.8,97.6,94.5,93.1,21.8,100.0,0.4,92.1
STU07159,CSAI,CS&AI,5,75,75,0,0.0,3.516,High (>=3.5),Low Risk,96.3,82.2,94.1,85.8,91.2,92.9,89.8,22.6,100.0,0.134,100.0
STU07160,CSAI,CS&AI,6,90,90,0,0.0,3.137,Good (3.0-3.5),Low Risk,89.4,89.2,84.0,84.2,85.8,87.0,86.3,39.2,90.1,0.0,89.5
STU07161,EEE,ENGR,2,30,30,0,0.0,3.53,High (>=3.5),Low Risk,88.0,85.4,84.4,87.3,93.9,93.1,90.4,27.8,99.1,0.096,88.7
STU07162,SWE,CS&AI,4,48,42,2,0.125,1.181,At Risk (<2.0),High Risk,85.2,51.3,61.1,57.4,75.3,75.4,67.6,10.8,81.1,0.388,85.1
STU07163,MECH,ENGR,3,33,24,3,0.2727,0.818,At Risk (<2.0),High Risk,77.6,49.9,58.2,50.6,71.0,67.7,62.5,15.0,75.0,0.373,75.7
STU07164,PHYS,SCI,2,30,27,1,0.1,1.1,At Risk (<2.0),High Risk,71.0,60.6,58.1,63.5,68.8,69.7,66.0,18.1,69.4,0.335,73.0
STU07165,BUS,BUS,3,33,33,0,0.0,3.8,High (>=3.5),Low Risk,84.7,96.8,84.8,97.6,95.0,93.2,94.1,32.0,96.4,0.194,81.4
STU07166,SWE,CS&AI,4,48,48,0,0.0,3.613,High (>=3.5),Low Risk,95.5,86.4,92.3,88.7,91.4,94.5,91.3,26.3,100.0,0.376,95.3
STU07167,MATH,SCI,1,15,15,0,0.0,2.34,Below Average (2.0-2.5),Medium Risk,90.1,62.2,77.7,65.6,86.8,85.2,78.5,20.3,90.3,0.363,86.7
STU07168,CSAI,CS&AI,3,45,45,0,0.0,1.513,At Risk (<2.0),High Risk,78.9,85.6,51.9,79.6,68.9,64.0,69.9,18.7,68.9,0.24,82.1
STU07169,MECH,ENGR,3,33,3,10,0.9091,0.091,At Risk (<2.0),High Risk,58.0,49.5,39.8,61.7,55.3,55.6,53.9,14.4,66.3,0.572,60.0
STU07170,CSAI,CS&AI,7,105,105,0,0.0,2.671,Average (2.5-3.0),Low Risk,89.5,55.6,82.0,83.9,88.4,87.8,82.0,25.6,95.8,0.122,87.0
STU07171,MECH,ENGR,1,15,15,0,0.0,2.74,Average (2.5-3.0),Low Risk,70.5,66.5,62.3,78.8,85.9,94.4,82.1,19.2,100.0,0.215,70.8
